Country,Role,AR,WG,Total Country Authors,Total Authors,Percentage of Authors in Country
Bermuda,Coordinating Lead Author,2,1,0,15,0.0000
Bermuda,Coordinating Lead Author,2,2,0,43,0.0000
Bermuda,Coordinating Lead Author,2,3,0,12,0.0000
Bermuda,Coordinating Lead Author,3,1,0,23,0.0000
Bermuda,Coordinating Lead Author,3,2,0,42,0.0000
Bermuda,Coordinating Lead Author,3,3,0,20,0.0000
Bermuda,Coordinating Lead Author,4,1,0,25,0.0000
Bermuda,Coordinating Lead Author,4,2,0,51,0.0000
Bermuda,Coordinating Lead Author,4,3,0,25,0.0000
Bermuda,Coordinating Lead Author,5,1,0,29,0.0000
Bermuda,Coordinating Lead Author,5,2,0,64,0.0000
Bermuda,Coordinating Lead Author,5,3,0,34,0.0000
Bermuda,Lead Author,1,1,0,214,0.0000
Bermuda,Lead Author,1,2,0,11,0.0000
Bermuda,Lead Author,1,3,0,43,0.0000
Bermuda,Lead Author,2,1,0,84,0.0000
Bermuda,Lead Author,2,2,0,287,0.0000
Bermuda,Lead Author,2,3,0,65,0.0000
Bermuda,Lead Author,3,1,0,137,0.0000
Bermuda,Lead Author,3,2,0,184,0.0000
Bermuda,Lead Author,3,3,0,139,0.0000
Bermuda,Lead Author,4,1,0,139,0.0000
Bermuda,Lead Author,4,2,0,197,0.0000
Bermuda,Lead Author,4,3,0,175,0.0000
Bermuda,Lead Author,5,1,0,195,0.0000
Bermuda,Lead Author,5,2,0,236,0.0000
Bermuda,Lead Author,5,3,0,243,0.0000
Bermuda,Review Editor,3,1,0,21,0.0000
Bermuda,Review Editor,3,2,0,34,0.0000
Bermuda,Review Editor,3,3,0,19,0.0000
Bermuda,Review Editor,4,1,0,26,0.0000
Bermuda,Review Editor,4,2,0,46,0.0000
Bermuda,Review Editor,4,3,0,26,0.0000
Bermuda,Review Editor,5,1,0,50,0.0000
Bermuda,Review Editor,5,2,0,66,0.0000
Bermuda,Review Editor,5,3,0,36,0.0000
Bermuda,Contributing Author,1,1,0,29,0.0000
Bermuda,Contributing Author,1,2,0,147,0.0000
Bermuda,Contributing Author,1,3,0,9,0.0000
Bermuda,Contributing Author,2,1,1,352,0.2841
Bermuda,Contributing Author,2,2,0,294,0.0000
Bermuda,Contributing Author,2,3,0,28,0.0000
Bermuda,Contributing Author,3,1,0,518,0.0000
Bermuda,Contributing Author,3,2,0,232,0.0000
Bermuda,Contributing Author,3,3,0,71,0.0000
Bermuda,Contributing Author,4,1,1,496,0.2016
Bermuda,Contributing Author,4,2,0,217,0.0000
Bermuda,Contributing Author,4,3,0,84,0.0000
Bermuda,Contributing Author,5,1,1,603,0.1658
Bermuda,Contributing Author,5,2,0,386,0.0000
Bolivia,Coordinating Lead Author,1,1,0,34,0.0000
Bolivia,Coordinating Lead Author,1,2,0,13,0.0000
Bolivia,Coordinating Lead Author,1,3,0,19,0.0000
Bolivia,Coordinating Lead Author,2,1,0,15,0.0000
Bolivia,Coordinating Lead Author,2,2,0,43,0.0000
Bolivia,Coordinating Lead Author,2,3,0,12,0.0000
Bolivia,Coordinating Lead Author,3,1,0,23,0.0000
Bolivia,Coordinating Lead Author,3,2,0,42,0.0000
Bolivia,Coordinating Lead Author,3,3,0,20,0.0000
Bolivia,Coordinating Lead Author,4,1,0,25,0.0000
Bolivia,Coordinating Lead Author,4,2,0,51,0.0000
Bolivia,Coordinating Lead Author,4,3,0,25,0.0000
Bolivia,Coordinating Lead Author,5,1,0,29,0.0000
Bolivia,Coordinating Lead Author,5,2,0,64,0.0000
Bolivia,Coordinating Lead Author,5,3,0,34,0.0000
Bolivia,Lead Author,1,1,0,214,0.0000
Bolivia,Lead Author,1,2,0,11,0.0000
Bolivia,Lead Author,1,3,0,43,0.0000
Bolivia,Lead Author,2,1,0,84,0.0000
Bolivia,Lead Author,2,2,0,287,0.0000
Bolivia,Lead Author,2,3,0,65,0.0000
Bolivia,Lead Author,3,1,0,137,0.0000
Bolivia,Lead Author,3,2,0,184,0.0000
Bolivia,Lead Author,3,3,0,139,0.0000
Bolivia,Lead Author,4,1,0,139,0.0000
Bolivia,Lead Author,4,2,1,197,0.5076
Bolivia,Lead Author,4,3,0,175,0.0000
Bolivia,Lead Author,5,1,0,195,0.0000
Bolivia,Lead Author,5,2,0,236,0.0000
Bolivia,Lead Author,5,3,0,243,0.0000
Bolivia,Review Editor,3,1,0,21,0.0000
Bolivia,Review Editor,3,2,0,34,0.0000
Bolivia,Review Editor,3,3,0,19,0.0000
Bolivia,Review Editor,4,1,0,26,0.0000
Bolivia,Review Editor,4,2,0,46,0.0000
Bolivia,Review Editor,4,3,0,26,0.0000
Bolivia,Review Editor,5,1,0,50,0.0000
Bolivia,Review Editor,5,2,0,66,0.0000
Bolivia,Review Editor,5,3,0,36,0.0000
Bolivia,Contributing Author,1,1,0,29,0.0000
Bolivia,Contributing Author,1,2,0,147,0.0000
Bolivia,Contributing Author,1,3,0,9,0.0000
Bolivia,Contributing Author,2,1,0,352,0.0000
Bolivia,Contributing Author,2,2,0,294,0.0000
Bolivia,Contributing Author,2,3,0,28,0.0000
Bolivia,Contributing Author,3,1,0,518,0.0000
Bolivia,Contributing Author,3,2,0,232,0.0000
Bolivia,Contributing Author,3,3,0,71,0.0000
Bolivia,Contributing Author,4,1,0,496,0.0000
Bolivia,Contributing Author,4,2,0,217,0.0000
Bolivia,Contributing Author,4,3,0,84,0.0000
Bolivia,Contributing Author,5,1,0,603,0.0000
Bolivia,Contributing Author,5,2,0,386,0.0000
Botswana,Coordinating Lead Author,1,1,0,34,0.0000
Botswana,Coordinating Lead Author,1,2,0,13,0.0000
Botswana,Coordinating Lead Author,1,3,0,19,0.0000
Botswana,Coordinating Lead Author,2,1,0,15,0.0000
Botswana,Coordinating Lead Author,2,2,0,43,0.0000
Botswana,Coordinating Lead Author,2,3,0,12,0.0000
Botswana,Coordinating Lead Author,3,1,0,23,0.0000
Botswana,Coordinating Lead Author,3,2,0,42,0.0000
Botswana,Coordinating Lead Author,3,3,0,20,0.0000
Botswana,Coordinating Lead Author,4,1,0,25,0.0000
Botswana,Coordinating Lead Author,4,2,0,51,0.0000
Botswana,Coordinating Lead Author,4,3,0,25,0.0000
Botswana,Coordinating Lead Author,5,1,0,29,0.0000
Botswana,Coordinating Lead Author,5,2,0,64,0.0000
Botswana,Coordinating Lead Author,5,3,0,34,0.0000
Botswana,Lead Author,1,1,0,214,0.0000
Botswana,Lead Author,1,2,0,11,0.0000
Botswana,Lead Author,1,3,0,43,0.0000
Botswana,Lead Author,2,1,0,84,0.0000
Botswana,Lead Author,2,2,0,287,0.0000
Botswana,Lead Author,2,3,0,65,0.0000
Botswana,Lead Author,3,1,0,137,0.0000
Botswana,Lead Author,3,2,1,184,0.5435
Botswana,Lead Author,3,3,0,139,0.0000
Botswana,Lead Author,4,1,0,139,0.0000
Botswana,Lead Author,4,2,1,197,0.5076
Botswana,Lead Author,4,3,1,175,0.5714
Botswana,Lead Author,5,1,1,195,0.5128
Botswana,Lead Author,5,2,0,236,0.0000
Botswana,Lead Author,5,3,1,243,0.4115
Botswana,Review Editor,3,1,0,21,0.0000
Botswana,Review Editor,3,2,0,34,0.0000
Botswana,Review Editor,3,3,0,19,0.0000
Botswana,Review Editor,4,1,0,26,0.0000
Botswana,Review Editor,4,2,0,46,0.0000
Botswana,Review Editor,4,3,0,26,0.0000
Botswana,Review Editor,5,1,0,50,0.0000
Botswana,Review Editor,5,2,1,66,1.5152
Botswana,Review Editor,5,3,0,36,0.0000
Botswana,Contributing Author,1,1,0,29,0.0000
Botswana,Contributing Author,1,2,0,147,0.0000
Botswana,Contributing Author,1,3,0,9,0.0000
Botswana,Contributing Author,2,1,0,352,0.0000
Botswana,Contributing Author,2,2,0,294,0.0000
Botswana,Contributing Author,2,3,0,28,0.0000
Botswana,Contributing Author,3,1,0,518,0.0000
Botswana,Contributing Author,3,2,1,232,0.4310
Botswana,Contributing Author,3,3,0,71,0.0000
Botswana,Contributing Author,4,1,0,496,0.0000
Botswana,Contributing Author,4,2,1,217,0.4608
Botswana,Contributing Author,4,3,0,84,0.0000
Botswana,Contributing Author,5,1,0,603,0.0000
Botswana,Contributing Author,5,2,1,386,0.2591
Brazil,Coordinating Lead Author,1,1,1,34,2.9412
Brazil,Coordinating Lead Author,1,2,0,13,0.0000
Brazil,Coordinating Lead Author,1,3,1,19,5.2632
Brazil,Coordinating Lead Author,2,1,0,15,0.0000
Brazil,Coordinating Lead Author,2,2,0,43,0.0000
Brazil,Coordinating Lead Author,2,3,0,12,0.0000
Brazil,Coordinating Lead Author,3,1,1,23,4.3478
Brazil,Coordinating Lead Author,3,2,1,42,2.3810
Brazil,Coordinating Lead Author,3,3,1,20,5.0000
Brazil,Coordinating Lead Author,4,1,0,25,0.0000
Brazil,Coordinating Lead Author,4,2,1,51,1.9608
Brazil,Coordinating Lead Author,4,3,1,25,4.0000
Brazil,Coordinating Lead Author,5,1,0,29,0.0000
Brazil,Coordinating Lead Author,5,2,1,64,1.5625
Brazil,Coordinating Lead Author,5,3,3,34,8.8235
Brazil,Lead Author,1,1,3,214,1.4019
Brazil,Lead Author,1,2,0,11,0.0000
Brazil,Lead Author,1,3,2,43,4.6512
Brazil,Lead Author,2,1,3,84,3.5714
Brazil,Lead Author,2,2,3,287,1.0453
Brazil,Lead Author,2,3,3,65,4.6154
Brazil,Lead Author,3,1,2,137,1.4599
Brazil,Lead Author,3,2,3,184,1.6304
Brazil,Lead Author,3,3,5,139,3.5971
Brazil,Lead Author,4,1,3,139,2.1583
Brazil,Lead Author,4,2,2,197,1.0152
Brazil,Lead Author,4,3,3,175,1.7143
Brazil,Lead Author,5,1,4,195,2.0513
Brazil,Lead Author,5,2,6,236,2.5424
Brazil,Lead Author,5,3,6,243,2.4691
Brazil,Review Editor,3,1,0,21,0.0000
Brazil,Review Editor,3,2,2,34,5.8824
Brazil,Review Editor,3,3,0,19,0.0000
Brazil,Review Editor,4,1,0,26,0.0000
Brazil,Review Editor,4,2,2,46,4.3478
Brazil,Review Editor,4,3,1,26,3.8462
Brazil,Review Editor,5,1,1,50,2.0000
Brazil,Review Editor,5,2,2,66,3.0303
Brazil,Review Editor,5,3,5,36,13.8889
Brazil,Contributing Author,1,1,0,29,0.0000
Brazil,Contributing Author,1,2,1,147,0.6803
Brazil,Contributing Author,1,3,0,9,0.0000
Brazil,Contributing Author,2,1,1,352,0.2841
Brazil,Contributing Author,2,2,2,294,0.6803
Brazil,Contributing Author,2,3,0,28,0.0000
Brazil,Contributing Author,3,1,1,518,0.1931
Brazil,Contributing Author,3,2,1,232,0.4310
Brazil,Contributing Author,3,3,2,71,2.8169
Brazil,Contributing Author,4,1,0,496,0.0000
Brazil,Contributing Author,4,2,2,217,0.9217
Brazil,Contributing Author,4,3,2,84,2.3810
Brazil,Contributing Author,5,1,1,603,0.1658
Brazil,Contributing Author,5,2,6,386,1.5544
Bulgaria,Coordinating Lead Author,1,1,0,34,0.0000
Bulgaria,Coordinating Lead Author,1,2,0,13,0.0000
Bulgaria,Coordinating Lead Author,1,3,0,19,0.0000
Bulgaria,Coordinating Lead Author,2,1,0,15,0.0000
Bulgaria,Coordinating Lead Author,2,2,0,43,0.0000
Bulgaria,Coordinating Lead Author,2,3,0,12,0.0000
Bulgaria,Coordinating Lead Author,3,1,0,23,0.0000
Bulgaria,Coordinating Lead Author,3,2,0,42,0.0000
Bulgaria,Coordinating Lead Author,3,3,0,20,0.0000
Bulgaria,Coordinating Lead Author,4,1,0,25,0.0000
Bulgaria,Coordinating Lead Author,4,2,0,51,0.0000
Bulgaria,Coordinating Lead Author,4,3,0,25,0.0000
Bulgaria,Coordinating Lead Author,5,1,0,29,0.0000
Bulgaria,Coordinating Lead Author,5,2,0,64,0.0000
Bulgaria,Coordinating Lead Author,5,3,0,34,0.0000
Bulgaria,Lead Author,1,1,0,214,0.0000
Bulgaria,Lead Author,1,2,0,11,0.0000
Bulgaria,Lead Author,1,3,0,43,0.0000
Bulgaria,Lead Author,2,1,0,84,0.0000
Bulgaria,Lead Author,2,2,0,287,0.0000
Bulgaria,Lead Author,2,3,0,65,0.0000
Bulgaria,Lead Author,3,1,0,137,0.0000
Bulgaria,Lead Author,3,2,0,184,0.0000
Bulgaria,Lead Author,3,3,0,139,0.0000
Bulgaria,Lead Author,4,1,0,139,0.0000
Bulgaria,Lead Author,4,2,0,197,0.0000
Bulgaria,Lead Author,4,3,0,175,0.0000
Bulgaria,Lead Author,5,1,0,195,0.0000
Bulgaria,Lead Author,5,2,0,236,0.0000
Bulgaria,Lead Author,5,3,0,243,0.0000
Bulgaria,Review Editor,3,1,0,21,0.0000
Bulgaria,Review Editor,3,2,0,34,0.0000
Bulgaria,Review Editor,3,3,0,19,0.0000
Bulgaria,Review Editor,4,1,0,26,0.0000
Bulgaria,Review Editor,4,2,0,46,0.0000
Bulgaria,Review Editor,4,3,0,26,0.0000
Bulgaria,Review Editor,5,1,0,50,0.0000
Bulgaria,Review Editor,5,2,0,66,0.0000
Bulgaria,Review Editor,5,3,1,36,2.7778
Bulgaria,Contributing Author,1,1,0,29,0.0000
Bulgaria,Contributing Author,1,2,0,147,0.0000
Bulgaria,Contributing Author,1,3,0,9,0.0000
Bulgaria,Contributing Author,2,1,0,352,0.0000
Bulgaria,Contributing Author,2,2,0,294,0.0000
Bulgaria,Contributing Author,2,3,0,28,0.0000
Bulgaria,Contributing Author,3,1,0,518,0.0000
Bulgaria,Contributing Author,3,2,0,232,0.0000
Bulgaria,Contributing Author,3,3,0,71,0.0000
Bulgaria,Contributing Author,4,1,0,496,0.0000
Bulgaria,Contributing Author,4,2,0,217,0.0000
Bulgaria,Contributing Author,4,3,0,84,0.0000
Bulgaria,Contributing Author,5,1,0,603,0.0000
Bulgaria,Contributing Author,5,2,1,386,0.2591
Cameroon,Coordinating Lead Author,1,1,0,34,0.0000
Cameroon,Coordinating Lead Author,1,2,0,13,0.0000
Cameroon,Coordinating Lead Author,1,3,0,19,0.0000
Cameroon,Coordinating Lead Author,2,1,0,15,0.0000
Cameroon,Coordinating Lead Author,2,2,0,43,0.0000
Cameroon,Coordinating Lead Author,2,3,0,12,0.0000
Cameroon,Coordinating Lead Author,3,1,0,23,0.0000
Cameroon,Coordinating Lead Author,3,2,0,42,0.0000
Cameroon,Coordinating Lead Author,3,3,0,20,0.0000
Cameroon,Coordinating Lead Author,4,1,0,25,0.0000
Cameroon,Coordinating Lead Author,4,2,0,51,0.0000
Cameroon,Coordinating Lead Author,4,3,0,25,0.0000
Cameroon,Coordinating Lead Author,5,1,0,29,0.0000
Cameroon,Coordinating Lead Author,5,2,0,64,0.0000
Cameroon,Coordinating Lead Author,5,3,0,34,0.0000
Cameroon,Lead Author,1,1,0,214,0.0000
Cameroon,Lead Author,1,2,0,11,0.0000
Cameroon,Lead Author,1,3,0,43,0.0000
Cameroon,Lead Author,2,1,0,84,0.0000
Cameroon,Lead Author,2,2,0,287,0.0000
Cameroon,Lead Author,2,3,0,65,0.0000
Cameroon,Lead Author,3,1,0,137,0.0000
Cameroon,Lead Author,3,2,0,184,0.0000
Cameroon,Lead Author,3,3,0,139,0.0000
Cameroon,Lead Author,4,1,0,139,0.0000
Cameroon,Lead Author,4,2,0,197,0.0000
Cameroon,Lead Author,4,3,0,175,0.0000
Cameroon,Lead Author,5,1,0,195,0.0000
Cameroon,Lead Author,5,2,1,236,0.4237
Cameroon,Lead Author,5,3,0,243,0.0000
Cameroon,Review Editor,3,1,0,21,0.0000
Cameroon,Review Editor,3,2,0,34,0.0000
Cameroon,Review Editor,3,3,0,19,0.0000
Cameroon,Review Editor,4,1,0,26,0.0000
Cameroon,Review Editor,4,2,0,46,0.0000
Cameroon,Review Editor,4,3,0,26,0.0000
Cameroon,Review Editor,5,1,0,50,0.0000
Cameroon,Review Editor,5,2,0,66,0.0000
Cameroon,Review Editor,5,3,0,36,0.0000
Cameroon,Contributing Author,1,1,0,29,0.0000
Cameroon,Contributing Author,1,2,0,147,0.0000
Cameroon,Contributing Author,1,3,0,9,0.0000
Cameroon,Contributing Author,2,1,0,352,0.0000
Cameroon,Contributing Author,2,2,0,294,0.0000
Cameroon,Contributing Author,2,3,0,28,0.0000
Cameroon,Contributing Author,3,1,0,518,0.0000
Cameroon,Contributing Author,3,2,0,232,0.0000
Cameroon,Contributing Author,3,3,0,71,0.0000
Cameroon,Contributing Author,4,1,0,496,0.0000
Cameroon,Contributing Author,4,2,0,217,0.0000
Cameroon,Contributing Author,4,3,0,84,0.0000
Cameroon,Contributing Author,5,1,0,603,0.0000
Cameroon,Contributing Author,5,2,2,386,0.5181
Canada,Coordinating Lead Author,1,1,1,34,2.9412
Canada,Coordinating Lead Author,1,2,6,13,46.1538
Canada,Coordinating Lead Author,1,3,2,19,10.5263
Canada,Coordinating Lead Author,2,1,2,15,13.3333
Canada,Coordinating Lead Author,2,2,0,43,0.0000
Canada,Coordinating Lead Author,2,3,2,12,16.6667
Canada,Coordinating Lead Author,3,1,0,23,0.0000
Canada,Coordinating Lead Author,3,2,4,42,9.5238
Canada,Coordinating Lead Author,3,3,0,20,0.0000
Canada,Coordinating Lead Author,4,1,2,25,8.0000
Canada,Coordinating Lead Author,4,2,2,51,3.9216
Canada,Coordinating Lead Author,4,3,0,25,0.0000
Canada,Coordinating Lead Author,5,1,1,29,3.4483
Canada,Coordinating Lead Author,5,2,0,64,0.0000
Canada,Coordinating Lead Author,5,3,0,34,0.0000
Canada,Lead Author,1,1,9,214,4.2056
Canada,Lead Author,1,2,0,11,0.0000
Canada,Lead Author,1,3,0,43,0.0000
Canada,Lead Author,2,1,4,84,4.7619
Canada,Lead Author,2,2,14,287,4.8780
Canada,Lead Author,2,3,2,65,3.0769
Canada,Lead Author,3,1,7,137,5.1095
Canada,Lead Author,3,2,13,184,7.0652
Canada,Lead Author,3,3,6,139,4.3165
Canada,Lead Author,4,1,5,139,3.5971
Canada,Lead Author,4,2,12,197,6.0914
Canada,Lead Author,4,3,7,175,4.0000
Canada,Lead Author,5,1,5,195,2.5641
Canada,Lead Author,5,2,10,236,4.2373
Canada,Lead Author,5,3,5,243,2.0576
Canada,Review Editor,3,1,1,21,4.7619
Canada,Review Editor,3,2,5,34,14.7059
Canada,Review Editor,3,3,0,19,0.0000
Canada,Review Editor,4,1,0,26,0.0000
Canada,Review Editor,4,2,4,46,8.6957
Canada,Review Editor,4,3,2,26,7.6923
Canada,Review Editor,5,1,3,50,6.0000
Canada,Review Editor,5,2,2,66,3.0303
Canada,Review Editor,5,3,0,36,0.0000
Canada,Contributing Author,1,1,1,29,3.4483
Canada,Contributing Author,1,2,15,147,10.2041
Canada,Contributing Author,1,3,0,9,0.0000
Canada,Contributing Author,2,1,20,352,5.6818
Canada,Contributing Author,2,2,14,294,4.7619
Canada,Contributing Author,2,3,1,28,3.5714
Canada,Contributing Author,3,1,23,518,4.4402
Canada,Contributing Author,3,2,7,232,3.0172
Canada,Contributing Author,3,3,1,71,1.4085
Canada,Contributing Author,4,1,29,496,5.8468
Canada,Contributing Author,4,2,18,217,8.2949
Canada,Contributing Author,4,3,6,84,7.1429
Canada,Contributing Author,5,1,27,603,4.4776
Canada,Contributing Author,5,2,13,386,3.3679
Chad,Coordinating Lead Author,1,1,0,34,0.0000
Chad,Coordinating Lead Author,1,2,0,13,0.0000
Chad,Coordinating Lead Author,1,3,0,19,0.0000
Chad,Coordinating Lead Author,2,1,0,15,0.0000
Chad,Coordinating Lead Author,2,2,0,43,0.0000
Chad,Coordinating Lead Author,2,3,0,12,0.0000
Chad,Coordinating Lead Author,3,1,0,23,0.0000
Chad,Coordinating Lead Author,3,2,0,42,0.0000
Chad,Coordinating Lead Author,3,3,0,20,0.0000
Chad,Coordinating Lead Author,4,1,0,25,0.0000
Chad,Coordinating Lead Author,4,2,0,51,0.0000
Chad,Coordinating Lead Author,4,3,0,25,0.0000
Chad,Coordinating Lead Author,5,1,0,29,0.0000
Chad,Coordinating Lead Author,5,2,0,64,0.0000
Chad,Coordinating Lead Author,5,3,0,34,0.0000
Chad,Lead Author,1,1,0,214,0.0000
Chad,Lead Author,1,2,0,11,0.0000
Chad,Lead Author,1,3,0,43,0.0000
Chad,Lead Author,2,1,0,84,0.0000
Chad,Lead Author,2,2,0,287,0.0000
Chad,Lead Author,2,3,0,65,0.0000
Chad,Lead Author,3,1,0,137,0.0000
Chad,Lead Author,3,2,0,184,0.0000
Chad,Lead Author,3,3,0,139,0.0000
Chad,Lead Author,4,1,0,139,0.0000
Chad,Lead Author,4,2,1,197,0.5076
Chad,Lead Author,4,3,0,175,0.0000
Chad,Lead Author,5,1,0,195,0.0000
Chad,Lead Author,5,2,0,236,0.0000
Chad,Lead Author,5,3,0,243,0.0000
Chad,Review Editor,3,1,0,21,0.0000
Chad,Review Editor,3,2,0,34,0.0000
Chad,Review Editor,3,3,0,19,0.0000
Chad,Review Editor,4,1,0,26,0.0000
Chad,Review Editor,4,2,0,46,0.0000
Chad,Review Editor,4,3,0,26,0.0000
Chad,Review Editor,5,1,0,50,0.0000
Chad,Review Editor,5,2,0,66,0.0000
Chad,Review Editor,5,3,0,36,0.0000
Chad,Contributing Author,1,1,0,29,0.0000
Chad,Contributing Author,1,2,0,147,0.0000
Chad,Contributing Author,1,3,0,9,0.0000
Chad,Contributing Author,2,1,0,352,0.0000
Chad,Contributing Author,2,2,0,294,0.0000
Chad,Contributing Author,2,3,0,28,0.0000
Chad,Contributing Author,3,1,0,518,0.0000
Chad,Contributing Author,3,2,0,232,0.0000
Chad,Contributing Author,3,3,0,71,0.0000
Chad,Contributing Author,4,1,0,496,0.0000
Chad,Contributing Author,4,2,1,217,0.4608
Chad,Contributing Author,4,3,0,84,0.0000
Chad,Contributing Author,5,1,0,603,0.0000
Chad,Contributing Author,5,2,0,386,0.0000
Chile,Coordinating Lead Author,1,1,0,34,0.0000
Chile,Coordinating Lead Author,1,2,0,13,0.0000
Chile,Coordinating Lead Author,1,3,0,19,0.0000
Chile,Coordinating Lead Author,2,1,0,15,0.0000
Chile,Coordinating Lead Author,2,2,0,43,0.0000
Chile,Coordinating Lead Author,2,3,0,12,0.0000
Chile,Coordinating Lead Author,3,1,0,23,0.0000
Chile,Coordinating Lead Author,3,2,0,42,0.0000
Chile,Coordinating Lead Author,3,3,0,20,0.0000
Chile,Coordinating Lead Author,4,1,0,25,0.0000
Chile,Coordinating Lead Author,4,2,1,51,1.9608
Chile,Coordinating Lead Author,4,3,0,25,0.0000
Chile,Coordinating Lead Author,5,1,0,29,0.0000
Chile,Coordinating Lead Author,5,2,0,64,0.0000
Chile,Coordinating Lead Author,5,3,0,34,0.0000
Chile,Lead Author,1,1,0,214,0.0000
Chile,Lead Author,1,2,0,11,0.0000
Chile,Lead Author,1,3,0,43,0.0000
Chile,Lead Author,2,1,0,84,0.0000
Chile,Lead Author,2,2,0,287,0.0000
Chile,Lead Author,2,3,0,65,0.0000
Chile,Lead Author,3,1,0,137,0.0000
Chile,Lead Author,3,2,1,184,0.5435
Chile,Lead Author,3,3,2,139,1.4388
Chile,Lead Author,4,1,1,139,0.7194
Chile,Lead Author,4,2,2,197,1.0152
Chile,Lead Author,4,3,1,175,0.5714
Chile,Lead Author,5,1,2,195,1.0256
Chile,Lead Author,5,2,2,236,0.8475
Chile,Lead Author,5,3,1,243,0.4115
Chile,Review Editor,3,1,0,21,0.0000
Chile,Review Editor,3,2,0,34,0.0000
Chile,Review Editor,3,3,0,19,0.0000
Chile,Review Editor,4,1,0,26,0.0000
Chile,Review Editor,4,2,0,46,0.0000
Chile,Review Editor,4,3,0,26,0.0000
Chile,Review Editor,5,1,0,50,0.0000
Chile,Review Editor,5,2,1,66,1.5152
Chile,Review Editor,5,3,0,36,0.0000
Chile,Contributing Author,1,1,0,29,0.0000
Chile,Contributing Author,1,2,0,147,0.0000
Chile,Contributing Author,1,3,0,9,0.0000
Chile,Contributing Author,2,1,0,352,0.0000
Chile,Contributing Author,2,2,0,294,0.0000
Chile,Contributing Author,2,3,0,28,0.0000
Chile,Contributing Author,3,1,0,518,0.0000
Chile,Contributing Author,3,2,0,232,0.0000
Chile,Contributing Author,3,3,0,71,0.0000
Chile,Contributing Author,4,1,0,496,0.0000
Chile,Contributing Author,4,2,1,217,0.4608
Chile,Contributing Author,4,3,0,84,0.0000
Chile,Contributing Author,5,1,0,603,0.0000
Chile,Contributing Author,5,2,1,386,0.2591
China,Coordinating Lead Author,1,1,1,34,2.9412
China,Coordinating Lead Author,1,2,0,13,0.0000
China,Coordinating Lead Author,1,3,1,19,5.2632
China,Coordinating Lead Author,2,1,0,15,0.0000
China,Coordinating Lead Author,2,2,0,43,0.0000
China,Coordinating Lead Author,2,3,0,12,0.0000
China,Coordinating Lead Author,3,1,0,23,0.0000
China,Coordinating Lead Author,3,2,1,42,2.3810
China,Coordinating Lead Author,3,3,0,20,0.0000
China,Coordinating Lead Author,4,1,2,25,8.0000
China,Coordinating Lead Author,4,2,2,51,3.9216
China,Coordinating Lead Author,4,3,1,25,4.0000
China,Coordinating Lead Author,5,1,0,29,0.0000
China,Coordinating Lead Author,5,2,3,64,4.6875
China,Coordinating Lead Author,5,3,3,34,8.8235
China,Lead Author,1,1,6,214,2.8037
China,Lead Author,1,2,0,11,0.0000
China,Lead Author,1,3,2,43,4.6512
China,Lead Author,2,1,2,84,2.3810
China,Lead Author,2,2,8,287,2.7875
China,Lead Author,2,3,1,65,1.5385
China,Lead Author,3,1,7,137,5.1095
China,Lead Author,3,2,3,184,1.6304
China,Lead Author,3,3,6,139,4.3165
China,Lead Author,4,1,10,139,7.1942
China,Lead Author,4,2,6,197,3.0457
China,Lead Author,4,3,11,175,6.2857
China,Lead Author,5,1,15,195,7.6923
China,Lead Author,5,2,11,236,4.6610
China,Lead Author,5,3,12,243,4.9383
China,Review Editor,3,1,1,21,4.7619
China,Review Editor,3,2,3,34,8.8235
China,Review Editor,3,3,0,19,0.0000
China,Review Editor,4,1,1,26,3.8462
China,Review Editor,4,2,0,46,0.0000
